1.827797423178450554e+05,3.451072678412235737e+09
1.688805184621311782e+05,2.231626222458178997e+09
1.999607850029791880e+05,4.460087246985166550e+09
1.845153591257046210e+05,3.801857075550899029e+09
9.011990985983537394e+04,9.590988067155810595e+08
4.509946911576384446e+04,2.369516186050767004e+08
2.345726926041214901e+05,5.231879753624325752e+09
5.982701769284415059e+04,3.683639756662721038e+08
1.925278043594615883e+05,3.441903009750926495e+09
1.668676300065804098e+05,2.383203281304695129e+09
7.021631796703922737e+04,3.621221616148123145e+08
5.084752957727853209e+04,2.590262619549719095e+08
1.160604685294121737e+05,9.959163483399660587e+08
7.230706438934408652e+04,3.964317666981147528e+08
1.256893463860673801e+05,1.954925429773343563e+09
1.588706875885889749e+05,3.522550620535583019e+09
4.956709962834485486e+04,2.460042621248820424e+08
9.147127936916163890e+04,1.079711676119544029e+09
3.943855367718388152e+04,1.538386730246513486e+08
1.715235217721224471e+05,3.528463116105240345e+09
1.415810158200555597e+05,2.122089195186244249e+09
2.625764586575729481e+04,6.730292292648418248e+07
1.770502779115567100e+05,4.261907756866211414e+09
1.039690429519210884e+05,1.164716323925238132e+09
1.462764775428423891e+05,2.928689178798979759e+09
1.319343229064017651e+05,2.206812638061437607e+09
1.011531726736987475e+05,9.801278968628488779e+08
3.657578319498613564e+04,1.496828218508196473e+08
4.110688593166408828e+04,1.433717910639386773e+08
1.874580304814687406e+05,3.150702054629134178e+09
1.528529749232306494e+05,1.452450977999430180e+09
8.756535004137692158e+04,7.554174707571749687e+08
9.128524034956222749e+04,9.896083007507544756e+08
1.639928392549705313e+04,3.718870501295617223e+07
1.167153538728746789e+05,1.386858857638180256e+09
7.594471265571784170e+04,7.447345591857967377e+08
1.367580011793413432e+05,1.809096966985249758e+09
1.103665342868855078e+05,1.480554857623353481e+09
1.124192380520996376e+05,1.398803583479187489e+09
2.195267462380407960e+05,3.555818737813923359e+09
2.390006368292825937e+05,2.667419128682816505e+09
1.447239965067645535e+05,2.317962916741128445e+09
4.969062529857137997e+04,2.415377820703361034e+08
8.122419810483211768e+04,3.700448304716870189e+08
6.494614344981164322e+04,3.778912794788993001e+08
2.232017161786502111e+05,6.238005521931889534e+09
6.909748830642331450e+04,6.998257316501405239e+08
1.283487972436677082e+05,1.324565244858266830e+09
2.116126957329963916e+05,5.787129393027313232e+09
5.609319766713411082e+04,2.189008334965755343e+08
1.811127593793210399e+05,3.885107481174470901e+09
1.654703649244654516e+05,2.249200424699577808e+09
5.105909779464657186e+04,2.273461864799590111e+08
2.075157461056805332e+05,4.521208902311190605e+09
2.400098297065652150e+05,7.422784341407422066e+09
1.968858066904921434e+05,4.622441092549497604e+09
1.760691784713091329e+05,2.945017674195473194e+09
2.400356430165603233e+05,8.489297034742288589e+09
2.929049651803569577e+04,8.443146452251249552e+07
1.370359151866142929e+05,1.166203167758739471e+09
2.347573358934384596e+05,5.873853728512163162e+09
1.224898369154034444e+05,1.600211947923364639e+09
2.204709643453049357e+05,4.900291011862199783e+09
8.477939715443733439e+04,2.824252244098661542e+08
1.329722035916690074e+05,1.748265255122677326e+09
1.828564646881975350e+05,4.816842219651438713e+09
1.552041766686180781e+05,1.357916144054156303e+09
2.023721771060563624e+05,4.196373169196212769e+09
1.250216048797609983e+05,1.488202500718343019e+09
1.970691377929587907e+05,5.108832785330538750e+09
1.232647087168569560e+05,1.671040855237337589e+09
8.978133980434080877e+04,1.112309371892997503e+09
1.444737290313458070e+05,3.067762549125125408e+09
9.532679781478372752e+04,9.010975863289412260e+08
2.377248385133589036e+05,7.364357541003435135e+09
4.716516718205557117e+04,2.852799969126722217e+08
7.902769688061125635e+04,8.058593828854608536e+08
2.046801908840130200e+05,3.246150123869976997e+09
4.403021370470550028e+04,1.376650234860250056e+08
1.052736937191718607e+05,1.219439523291337490e+09
1.419412569675620180e+05,1.739509343016255856e+09
3.574497925438280072e+04,1.157634005346763581e+08
5.715292528481963382e+04,2.064346900529879034e+08
1.928520050012245774e+05,3.015100605158168793e+09
1.758404584851233230e+05,3.376790899771768570e+09
1.938387369373323454e+05,3.649539712724757671e+09
4.356404088783358020e+04,1.895532833814498186e+08
1.903003060220788175e+05,3.477967902647184372e+09
1.196490344832119299e+05,1.658663826273728132e+09
2.816623884464794537e+04,7.936047682631842792e+07
2.257882297559001890e+05,2.573055539595985889e+09
2.408696922608905588e+05,5.698144967470138550e+09
1.098723844441963884e+05,1.364059606852028847e+09
2.428123565172748931e+05,5.878286310247647285e+09
1.717076070677694806e+05,3.465539265947425365e+09
1.229254993140592123e+05,1.920857833277183056e+09
1.505811042780925636e+05,2.362757770799959183e+09
2.380121002294285281e+05,7.442673929934415817e+09
1.339006717351591797e+05,1.500067450349773884e+09
1.454924992074935872e+05,1.530265891156967640e+09
1.383882070122202567e+05,2.647220712465065956e+09
2.139236793377143913e+05,5.498109393392130852e+09
2.134552703071136493e+05,5.791398116382472992e+09
1.638517868097277824e+04,2.116748445686042309e+07
2.055932943721391202e+05,4.415653530444971085e+09
1.925370149021745310e+05,3.356496787801826954e+09
2.236409537254839961e+05,2.594078732083806992e+09
9.119284780175526976e+04,8.827192312834819555e+08
2.093410092068509839e+05,7.565693601771425247e+09
1.863045607430237287e+05,2.771521332788364410e+09
6.001194857254804811e+04,4.612365749249786735e+08
7.500600982063554693e+04,5.575173363075970411e+08
8.816817825443454785e+04,8.620792407115365267e+08
1.065009868768212764e+05,9.353492944651882648e+08
1.945277555287062132e+05,3.447601424333012581e+09
2.458497938613635197e+05,5.176474149566452980e+09
1.173845173049146688e+05,1.358285869253748655e+09
3.452835827918257564e+04,1.583326086198224425e+08
2.158123335381300421e+05,4.028626644597457409e+09
1.867592651011207781e+05,3.718524585330297947e+09
9.992131937271158677e+04,8.513252005140126944e+08
4.351339498411241220e+04,1.309171888839048445e+08
4.544105888199570472e+04,2.017389231339839399e+08
2.305049123149104416e+05,3.980676831328301430e+09
1.121803291489720577e+05,1.653577758938759565e+09
1.637722076555991953e+05,3.182726269533375740e+09
1.194564953663398956e+04,1.628101251064277813e+07
2.215208137617000029e+05,5.731009770988912582e+09
2.091850499561993347e+05,3.568433066401387691e+09
2.268811643505181419e+05,5.287952442838191986e+09
1.207026856835950748e+05,1.091470681718555927e+09
1.748289101885221608e+05,3.755054956474549294e+09
1.721649604539064749e+05,2.438533704192544460e+09
1.442195703762120975e+05,2.051540802135933638e+09
1.048878561286871118e+05,1.114936291736373901e+09
1.620493329949761974e+05,2.788267238471314430e+09
